site_id,type,release_date,pit_tag_id
50785,reintroduction,2019-07-16,900067000089535
50785,reintroduction,2019-07-16,900067000089619
50785,reintroduction,2019-07-16,900067000089650
50785,reintroduction,2019-07-16,900067000089723
50785,reintroduction,2019-07-16,900067000089763
50785,reintroduction,2019-07-16,900067000089771
50785,reintroduction,2019-07-16,900067000089775
50785,reintroduction,2019-07-16,900067000089867
50785,reintroduction,2019-07-16,900067000089872
50785,reintroduction,2019-07-16,900067000089886
50785,reintroduction,2019-07-16,900067000089951
50785,reintroduction,2019-07-16,982000196026045
50785,reintroduction,2019-07-16,982000196026098
50785,reintroduction,2019-07-16,982000407484221
50785,reintroduction,2019-07-16,982000407484236
50785,reintroduction,2019-07-16,982000407484244
50785,reintroduction,2019-07-16,982000407484246
50785,reintroduction,2019-07-16,982000407484277
50785,reintroduction,2019-07-16,982126056334140
50785,reintroduction,2019-07-16,982126056334142
50785,reintroduction,2019-07-16,982126056334143
50785,reintroduction,2019-07-16,982126056334144
50785,reintroduction,2019-07-16,982126056334145
50785,reintroduction,2019-07-16,982126056334152
50785,reintroduction,2019-07-16,982126056334154
50785,reintroduction,2019-07-16,982126056334156
50785,reintroduction,2019-07-16,982126056334163
50785,reintroduction,2019-07-16,982126056334164
50785,reintroduction,2019-07-16,982126056334165
50785,reintroduction,2019-07-16,982126056334169
50785,reintroduction,2019-07-16,982126056334171
50785,reintroduction,2019-07-16,982126056334172
50785,reintroduction,2019-07-16,982126056334174
50785,reintroduction,2019-07-16,982126056334175
50785,reintroduction,2019-07-16,982126056334180
50785,reintroduction,2019-07-16,982126056334181
50785,reintroduction,2019-07-16,982126056334183
50785,reintroduction,2019-07-16,982126056334184
50785,reintroduction,2019-07-16,982126056334187
50785,reintroduction,2019-07-16,982126056334188
50785,reintroduction,2019-07-16,982126056334193
50785,reintroduction,2019-07-16,982126056334199
50785,reintroduction,2019-07-16,982126056334200
50785,reintroduction,2019-07-16,982126056334205
50785,reintroduction,2019-07-16,982126056334206
50785,reintroduction,2019-07-16,982126056334209
50785,reintroduction,2019-07-16,982126056334212
50785,reintroduction,2019-07-16,982126056334213
50785,reintroduction,2019-07-16,982126056334215
50785,reintroduction,2019-07-16,982126056334217
50785,reintroduction,2019-07-16,982126056334218
50785,reintroduction,2019-07-16,982126056334219
50785,reintroduction,2019-07-16,982126056334220
50785,reintroduction,2019-07-16,982126056334222
50785,reintroduction,2019-07-16,982126056334224
50785,reintroduction,2019-07-16,982126056334227
50785,reintroduction,2019-07-16,982126056334228
50785,reintroduction,2019-07-16,982126056334230
50785,reintroduction,2019-07-16,982126056334234
50785,reintroduction,2019-07-16,982126056334235
50785,reintroduction,2019-07-16,982126056334236
50785,reintroduction,2019-07-16,982126056334237
50785,reintroduction,2019-07-16,982126056334239
50785,reintroduction,2019-07-16,982126056337051
50785,reintroduction,2019-07-16,982126056337056
50785,reintroduction,2019-07-16,982126056337058
50785,reintroduction,2019-07-16,982126056337061
50785,reintroduction,2019-07-16,982126056337066
50785,reintroduction,2019-07-16,982126056337067
50785,reintroduction,2019-07-16,982126056337068
50785,reintroduction,2019-07-16,982126056337073
50785,reintroduction,2019-07-16,982126056337090
50785,reintroduction,2019-07-16,982126056337098
50785,reintroduction,2019-07-16,982126056337099
50785,reintroduction,2019-07-16,982126056337120
50785,reintroduction,2019-07-16,982126056337121
50785,reintroduction,2019-07-16,982126056337123
50785,reintroduction,2019-07-16,982126056337124
50785,reintroduction,2019-07-16,982126056337127
50785,reintroduction,2019-07-16,982126056337129
50785,reintroduction,2019-07-16,982126056337130
50785,reintroduction,2019-07-16,982126056337136
50785,reintroduction,2020-07-16,982091062745943
50785,reintroduction,2020-07-16,982091062745955
50785,reintroduction,2020-07-16,982091062745979
50785,reintroduction,2020-07-16,982091062745995
50785,reintroduction,2020-07-16,982091062746027
50785,reintroduction,2020-07-16,982126056334157
50785,reintroduction,2020-07-16,982126056337044
50785,reintroduction,2020-07-16,982126056337045
50785,reintroduction,2020-07-16,982126056337046
50785,reintroduction,2020-07-16,982126056337047
50785,reintroduction,2020-07-16,982126056337048
50785,reintroduction,2020-07-16,982126056337049
50785,reintroduction,2020-07-16,982126056337050
50785,reintroduction,2020-07-16,982126056337052
50785,reintroduction,2020-07-16,982126056337053
50785,reintroduction,2020-07-16,982126056337054
50785,reintroduction,2020-07-16,982126056337055
50785,reintroduction,2020-07-16,982126056337060
50785,reintroduction,2020-07-16,982126056337065
50785,reintroduction,2020-07-16,982126056337069
50785,reintroduction,2020-07-16,982126056337070
50785,reintroduction,2020-07-16,982126056337072
50785,reintroduction,2020-07-16,982126056337074
50785,reintroduction,2020-07-16,982126056337075
50785,reintroduction,2020-07-16,982126056337076
50785,reintroduction,2020-07-16,982126056337078
50785,reintroduction,2020-07-16,982126056337080
50785,reintroduction,2020-07-16,982126056337081
50785,reintroduction,2020-07-16,982126056337083
50785,reintroduction,2020-07-16,982126056337085
50785,reintroduction,2020-07-16,982126056337086
50785,reintroduction,2020-07-16,982126056337087
50785,reintroduction,2020-07-16,982126056337093
50785,reintroduction,2020-07-16,982126056337094
50785,reintroduction,2020-07-16,982126056337095
50785,reintroduction,2020-07-16,982126056337101
50785,reintroduction,2020-07-16,982126056337103
50785,reintroduction,2020-07-16,982126056337104
50785,reintroduction,2020-07-16,982126056337105
50785,reintroduction,2020-07-16,982126056337109
50785,reintroduction,2020-07-16,982126056337110
50785,reintroduction,2020-07-16,982126056337113
50785,reintroduction,2020-07-16,982126056337114
50785,reintroduction,2020-07-16,982126056337115
50785,reintroduction,2020-07-16,982126056337116
50785,reintroduction,2020-07-16,982126056337117
50785,reintroduction,2020-07-16,982126056337119
50785,reintroduction,2020-07-16,982126056337122
50785,reintroduction,2020-07-16,982126056337125
50785,reintroduction,2020-07-16,982126056337126
50785,reintroduction,2020-07-16,982126056337128
50785,reintroduction,2020-07-16,982126056337131
50785,reintroduction,2020-07-16,982126056337132
50785,reintroduction,2020-07-16,982126056337134
50785,reintroduction,2020-07-16,982126056337137
50785,reintroduction,2020-07-16,982126056337138
50785,reintroduction,2020-07-16,982126056337139
50785,reintroduction,2020-07-16,982126056337140
50785,reintroduction,2020-07-16,982126056337141
50785,reintroduction,2020-07-16,982126056337142
50785,reintroduction,2020-07-16,982126056337143
50785,reintroduction,2021-06-18,982091062745642
50785,reintroduction,2021-06-18,982091062745644
50785,reintroduction,2021-06-18,982091062745645
50785,reintroduction,2021-06-18,982091062745648
50785,reintroduction,2021-06-18,982091062745649
50785,reintroduction,2021-06-18,982091062745651
50785,reintroduction,2021-06-18,982091062745652
50785,reintroduction,2021-06-18,982091062745662
50785,reintroduction,2021-06-18,982091062745667
50785,reintroduction,2021-06-18,982091062745668
50785,reintroduction,2021-06-18,982091062745669
50785,reintroduction,2021-06-18,982091062745672
50785,reintroduction,2021-06-18,982091062745673
50785,reintroduction,2021-06-18,982091062745682
50785,reintroduction,2021-06-18,982091062745684
50785,reintroduction,2021-06-18,982091062745686
50785,reintroduction,2021-06-18,982091062745688
50785,reintroduction,2021-06-18,982091062745691
50785,reintroduction,2021-06-18,982091062745692
50785,reintroduction,2021-06-18,982091062745696
50785,reintroduction,2021-06-18,982091062745704
50785,reintroduction,2021-06-18,982091062745705
50785,reintroduction,2021-06-18,982091062745709
50785,reintroduction,2021-06-18,982091062745711
50785,reintroduction,2021-06-18,982091062745712
50785,reintroduction,2021-06-18,982091062745718
50785,reintroduction,2021-06-18,982091062745719
50785,reintroduction,2021-06-18,982091062745720
50785,reintroduction,2021-06-18,982091062745724
50785,reintroduction,2021-06-18,982091062745725
50785,reintroduction,2021-06-18,982091062745728
50785,reintroduction,2021-06-18,982091062745730
50785,reintroduction,2021-06-18,982091062745731
50785,reintroduction,2021-06-18,982091062745732
50785,reintroduction,2021-06-18,982091062745733
50785,reintroduction,2021-06-18,982091062745734
50785,reintroduction,2021-06-18,982091062745736
50785,reintroduction,2021-06-18,982091062745738
50785,reintroduction,2021-06-18,982091062745740
50785,reintroduction,2021-06-18,982091062745745
50785,reintroduction,2021-06-18,982091062745754
50785,reintroduction,2021-06-18,982091062745756
50785,reintroduction,2021-06-18,982091062745763
50785,reintroduction,2021-06-18,982091062745766
50785,reintroduction,2021-06-18,982091062745771
50785,reintroduction,2021-06-18,982091062745773
50785,reintroduction,2021-06-18,982091062745775
50785,reintroduction,2021-06-18,982091062745779
50785,reintroduction,2021-06-18,982091062745781
50785,reintroduction,2021-06-18,982091062745784
50785,reintroduction,2021-06-18,982091062745787
50785,reintroduction,2021-06-18,982091062745793
50785,reintroduction,2021-06-18,982091062745794
50785,reintroduction,2021-06-18,982091062745804
50785,reintroduction,2021-06-18,982091062745805
50785,reintroduction,2021-06-18,982091062745806
50785,reintroduction,2021-06-18,982091062745808
50785,reintroduction,2021-06-18,982091062745809
50785,reintroduction,2021-06-18,982091062745812
50785,reintroduction,2021-06-18,982091062745813
50785,reintroduction,2021-06-18,982091062745814
50785,reintroduction,2021-06-18,982091062745815
50785,reintroduction,2021-06-18,982091062745816
50785,reintroduction,2021-06-18,982091062745820
50785,reintroduction,2021-06-18,982091062745823
50785,reintroduction,2021-06-18,982091062745825
50785,reintroduction,2021-06-18,982091062745827
50785,reintroduction,2021-06-18,982091062745829
50785,reintroduction,2021-06-18,982091062745830
50785,reintroduction,2021-06-18,982091062745831
50785,reintroduction,2021-06-18,982091062745832
50785,reintroduction,2021-06-18,982091062745833
50785,reintroduction,2021-06-18,982091062745835
50785,reintroduction,2021-06-18,982091062745841
50785,reintroduction,2021-06-18,982091062745961
50785,reintroduction,2021-06-18,982091062745987
50785,reintroduction,2021-06-18,982091062746015
